search_role,title,company,location,category,description,created,url,search_text,mentions_Python,mentions_SQL,mentions_Power_BI,mentions_Excel,mentions_Tableau,mentions_Pandas,mentions_Machine_Learning,mentions_Statistics,role_searched,city_searched
MIS_executive_Bangalore,Administrative Positions,CMR University,"Richmond Town, Bangalore",Admin Jobs,"Administrative Positions across CMRU Explore Various Administrative Positions below: For Career Enquiries Contact: Email – careers@cmr.edu.in LinkedIn - CMRU Careers Phone – 9108542221 / 9513444635 Landline – 080-25426977/88 (Extn: 205) ADMINSTRATION Admin Assistant - (DORI) Admin Assistant (VC's Office) Admin Assistant (SOD Lakeside) Admin Assistant (SOET, Lakeside) Dean Academics Office Dean 's Office - SOET (Lakeside) Admin Assistant International Relations Office - SOET (Lakeside) Assistant…",2024-07-31T03:22:00Z,https://www.adzuna.in/details/4801665048?utm_medium=api&utm_source=bf82a680,"administrative positions admin jobs administrative positions across cmru explore various administrative positions below: for career enquiries contact: email – careers@cmr.edu.in linkedin - cmru careers phone – 9108542221 / 9513444635 landline – 080-25426977/88 (extn: 205) adminstration admin assistant - (dori) admin assistant (vc's office) admin assistant (sod lakeside) admin assistant (soet, lakeside) dean academics office dean 's office - soet (lakeside) admin assistant international relations office - soet (lakeside) assistant…",False,False,False,False,False,False,False,False,MIS_executive,Bangalore
MIS_executive_Bangalore,MIS Analyst,Flatworld Solutions,"Bangalore, Karnataka",IT Jobs,"Briefly describe Mandatory Skills: We are looking for a MIS Analyst to participate with other Analysts in the team to convert the data into reports in various forms and thereby provide meaningful insights to the users of the reports and help them in decision making process. Experience Level – 1-2 yrs. of experience as MIS executive/analyst Responsibilities - · Managing the data including creation, updates, and deletion · Collecting the data, interpreting, analyzing, and developing the reports a…",2022-12-03T05:59:38Z,https://www.adzuna.in/details/3742410205?utm_medium=api&utm_source=bf82a680,"mis analyst it jobs briefly describe mandatory skills: we are looking for a mis analyst to participate with other analysts in the team to convert the data into reports in various forms and thereby provide meaningful insights to the users of the reports and help them in decision making process. experience level – 1-2 yrs. of experience as mis executive/analyst responsibilities - · managing the data including creation, updates, and deletion · collecting the data, interpreting, analyzing, and developing the reports a…",False,False,False,False,False,False,False,False,MIS_executive,Bangalore
MIS_executive_Bangalore,Graduate Trainee Jobs,IH Enterprise,"Bangalore, Karnataka",Graduate Jobs,"Greeting Of The Day. Urgent Need For Following Profile. Send Your Resume On Whats-App (9I-84070-96567) Hr Team. Management Group (A) HR Executive/HR Manager/Asst Manager/Admin Executive/Admin Manager/ Project Manager, Management Trainee, Business Executive, Management Executive, Management Trainee (MBA’s , Hotel Management & Admin), Team Leader, Supervisor/ Work From Home. Finance Group (F) Finance /Accountant/ Account Assistant/Accounts Manager / Tax and Cost Executive/CA Intermediate /Charted…",2024-07-31T03:14:24Z,https://www.adzuna.in/details/4801542154?utm_medium=api&utm_source=bf82a680,"graduate trainee jobs graduate jobs greeting of the day. urgent need for following profile. send your resume on whats-app (9i-84070-96567) hr team. management group (a) hr executive/hr manager/asst manager/admin executive/admin manager/ project manager, management trainee, business executive, management executive, management trainee (mba’s , hotel management & admin), team leader, supervisor/ work from home. finance group (f) finance /accountant/ account assistant/accounts manager / tax and cost executive/ca intermediate /charted…",False,False,False,False,False,False,False,False,MIS_executive,Bangalore
MIS_executive_Bangalore,Component Sourcing Engineer/ Executive,Unnati,"Bangalore, Karnataka",Retail Jobs,"Are you looking to join a fast growing startup in the audio accessories space? Read on to know more. Our client is a startup that offers an indigenously developed range of consumer electronic accessories. Its breathtaking collection of portable speakers, earbuds, bluetooth headphones and wireless chargers is the result of leveraging cutting edge technology, extensive research and use of superior quality materials. It has successfully established itself as a trustworthy brand and its wireless ch…",2021-10-23T04:34:53Z,https://www.adzuna.in/details/2570069950?utm_medium=api&utm_source=bf82a680,"component sourcing engineer/ executive retail jobs are you looking to join a fast growing startup in the audio accessories space? read on to know more. our client is a startup that offers an indigenously developed range of consumer electronic accessories. its breathtaking collection of portable speakers, earbuds, bluetooth headphones and wireless chargers is the result of leveraging cutting edge technology, extensive research and use of superior quality materials. it has successfully established itself as a trustworthy brand and its wireless ch…",False,False,False,False,False,False,False,False,MIS_executive,Bangalore
MIS_executive_Bangalore,Global Commodity Manager - Electrical / Electronics,Enphase Energy,"Bangalore, Karnataka",Engineering Jobs,"Consistently and effectively source procure materials to meet demand plan NPI launch plans . Cost Contract Management:Ensure timely updation of all Commodity influenced Procurement Databases to support financial/product cost tracking and analytics Like - Item Master, Pricing Database, LTs , MOQs, NCNR terms and other terms conditions influencing total cost of ownership and supply continuity etc Quarterly Negotiation, Establish strategic supplier contracts, supplier service level agreements, and…",2026-06-24T07:22:03Z,https://www.adzuna.in/details/5774233607?utm_medium=api&utm_source=bf82a680,"global commodity manager - electrical / electronics engineering jobs consistently and effectively source procure materials to meet demand plan npi launch plans . cost contract management:ensure timely updation of all commodity influenced procurement databases to support financial/product cost tracking and analytics like - item master, pricing database, lts , moqs, ncnr terms and other terms conditions influencing total cost of ownership and supply continuity etc quarterly negotiation, establish strategic supplier contracts, supplier service level agreements, and…",False,False,False,False,False,False,False,False,MIS_executive,Bangalore
MIS_executive_Bangalore,Regional Visual Merchandiser,Purplle.com,"Bangalore, Karnataka",Retail Jobs,"Job Description – Regional Visual Merchandising Manager Department: Visual Merchandising Reports To: VM Head Role Overview The Regional Visual Merchandising Manager (Kerala) will be responsible for driving VM excellence across all existing and upcoming Retail stores, MT stores, and GT counters within Kerala. This is a key role focused on store experience, campaign execution, audit quality, cost efficiency, and VM infrastructure maintenance for approximately 50 stores, with continuous expansion …",2026-07-27T21:29:15Z,https://www.adzuna.in/details/5817493605?utm_medium=api&utm_source=bf82a680,"regional visual merchandiser retail jobs job description – regional visual merchandising manager department: visual merchandising reports to: vm head role overview the regional visual merchandising manager (kerala) will be responsible for driving vm excellence across all existing and upcoming retail stores, mt stores, and gt counters within kerala. this is a key role focused on store experience, campaign execution, audit quality, cost efficiency, and vm infrastructure maintenance for approximately 50 stores, with continuous expansion …",False,False,False,False,False,False,False,False,MIS_executive,Bangalore
MIS_executive_Bangalore,Data Analyst,"NTT America, Inc.","Bangalore, Karnataka",IT Jobs,"Req ID: 376714 NTT DATA strives to hire exceptional, innovative and passionate individuals who want to grow with us. If you want to be part of an inclusive, adaptable, and forward-thinking organization, apply now. We are currently seeking a Data Analyst to join our team in Bangalore, Karnataka (IN-KA), India (IN). Data Analyst (10 Years Experience) - BFSI Sector Job Title Senior Data Analyst / Lead Data Analyst - BFSI (Banking, Financial Services & Insurance) Job Summary We are seeking an exper…",2026-08-08T10:56:18Z,https://www.adzuna.in/details/5833030004?utm_medium=api&utm_source=bf82a680,"data analyst it jobs req id: 376714 ntt data strives to hire exceptional, innovative and passionate individuals who want to grow with us. if you want to be part of an inclusive, adaptable, and forward-thinking organization, apply now. we are currently seeking a data analyst to join our team in bangalore, karnataka (in-ka), india (in). data analyst (10 years experience) - bfsi sector job title senior data analyst / lead data analyst - bfsi (banking, financial services & insurance) job summary we are seeking an exper…",False,False,False,False,False,False,False,False,MIS_executive,Bangalore
MIS_executive_Bangalore,Head - Business Finance,Whatfix,"Bangalore, Karnataka",Accounting & Finance Jobs,"Who are we? Founded in 2014 by Khadim Batti and Vara Kumar, Whatfix is a leading global B2B SaaS provider and the largest pure-play enterprise digital adoption platform (DAP). Whatfix empowers companies to maximize the ROI of their digital investments across the application lifecycle, from ideation to training to the deployment of software. Driving user productivity, ensuring process compliance, and improving user experience of internal and customer-facing applications. Spearheading the categor…",2026-07-13T21:08:00Z,https://www.adzuna.in/details/5798898955?utm_medium=api&utm_source=bf82a680,"head - business finance accounting & finance jobs who are we? founded in 2014 by khadim batti and vara kumar, whatfix is a leading global b2b saas provider and the largest pure-play enterprise digital adoption platform (dap). whatfix empowers companies to maximize the roi of their digital investments across the application lifecycle, from ideation to training to the deployment of software. driving user productivity, ensuring process compliance, and improving user experience of internal and customer-facing applications. spearheading the categor…",False,False,False,False,False,False,False,False,MIS_executive,Bangalore
data_analyst_Mumbai,Geospatial Physical Risk - AI Data Operations Analyst,MSCI,"Mumbai, Maharashtra",IT Jobs,"This job is with MSCI, an inclusive employer and a member of myGwork – the largest global platform for the LGBTQ business community. Please do not contact the recruiter directly. Your Team Responsibilities: The Geospatial Data Team manages collection operations, data quality, and best practices for Climate and ESG geospatial data. The team drives data acquisition, vendor coordination, QA engineering, process automation, and research enablement-serving as the operational backbone for MSCI's geos…",2026-07-03T00:54:15Z,https://www.adzuna.in/land/ad/5785771371?se=VsJRsquU8RGcIeLDJGzXxw&utm_medium=api&utm_source=bf82a680&v=1F85CC85D5C3FFE81DA9A3C55D962E4EB9D0A2EB,"geospatial physical risk - ai data operations analyst it jobs this job is with msci, an inclusive employer and a member of mygwork – the largest global platform for the lgbtq business community. please do not contact the recruiter directly. your team responsibilities: the geospatial data team manages collection operations, data quality, and best practices for climate and esg geospatial data. the team drives data acquisition, vendor coordination, qa engineering, process automation, and research enablement-serving as the operational backbone for msci's geos…",False,False,False,False,False,False,False,False,data_analyst,Mumbai
data_analyst_Mumbai,Case Processing Associate,Aptita,"Mumbai, Maharashtra",Healthcare & Nursing Jobs,"Position: SPE/SME: Data Analyst- Case Processing Associate Location: Target Location - Mumbai, Pune, Hyderabad and Bangalore. All are work from OFFICE positions. PE: Book-in, full data entry, narrative writing/I-Narrative, medical coding, product coding, self-check of online QC tool, un-blinding (if required), case routing, case lock/closure where applicable, and labeling including USPI labeling .Graduate/Postgraduate/Doctorate degree in Life sciences/Pharmacy/Medical sciences or equivalent deg…",2026-07-28T21:18:34Z,https://www.adzuna.in/land/ad/5818524420?se=VsJRsquU8RGcIeLDJGzXxw&utm_medium=api&utm_source=bf82a680&v=0532F4DCD7E2E53B92834F74A7BC419009B48189,"case processing associate healthcare & nursing jobs position: spe/sme: data analyst- case processing associate location: target location - mumbai, pune, hyderabad and bangalore. all are work from office positions. pe: book-in, full data entry, narrative writing/i-narrative, medical coding, product coding, self-check of online qc tool, un-blinding (if required), case routing, case lock/closure where applicable, and labeling including uspi labeling .graduate/postgraduate/doctorate degree in life sciences/pharmacy/medical sciences or equivalent deg…",False,False,False,False,False,False,False,False,data_analyst,Mumbai
data_analyst_Mumbai,Data Analyst,Sia,"Mumbai, Maharashtra",IT Jobs,"Job Description We are hiring a Power BI Developer to support our global internal teams (Finance, HR, Strategy, Corporate Functions) by delivering high-impact business intelligence dashboards, datasets, and analytics solutions. This role is critical for strengthening our internal reporting systems and driving data-backed decision-making across the organization. Key Responsibilities Design, maintain, and enhance internal Power BI dashboards and analytics for Corporate Finance and other functions…",2026-07-24T01:04:13Z,https://www.adzuna.in/details/5812614536?utm_medium=api&utm_source=bf82a680,"data analyst it jobs job description we are hiring a power bi developer to support our global internal teams (finance, hr, strategy, corporate functions) by delivering high-impact business intelligence dashboards, datasets, and analytics solutions. this role is critical for strengthening our internal reporting systems and driving data-backed decision-making across the organization. key responsibilities design, maintain, and enhance internal power bi dashboards and analytics for corporate finance and other functions…",False,False,True,False,False,False,False,False,data_analyst,Mumbai
data_analyst_Mumbai,Data Analyst,AVI-SPL India,"Mumbai, Maharashtra",IT Jobs,"The Data Analyst supports the Global Multimedia Services Group (Video Production, Event Production, Technical Operations, and Executive Support) within the Operations function. This role is responsible for downloading weekly operational data, validating data integrity, cleaning and standardising datasets, and reconciling information across multiple internal systems. The Data Analyst partners with local and global stakeholders to resolve data issues and ensure that accurate, complete, and timely…",2026-08-03T15:57:53Z,https://www.adzuna.in/details/5826508020?utm_medium=api&utm_source=bf82a680,"data analyst it jobs the data analyst supports the global multimedia services group (video production, event production, technical operations, and executive support) within the operations function. this role is responsible for downloading weekly operational data, validating data integrity, cleaning and standardising datasets, and reconciling information across multiple internal systems. the data analyst partners with local and global stakeholders to resolve data issues and ensure that accurate, complete, and timely…",False,False,False,False,False,False,False,False,data_analyst,Mumbai
data_analyst_Mumbai,Data Analyst,MSMEx,"Mumbai, Maharashtra",IT Jobs,We are looking for a Data Analyst that oversees organisational data analytics. This will require you to design and help implement the data analytics platform that will keep the organisation running. The team will be the go-to for all data needs for the app and we are looking for a self-starter who is hands on and yet able to abstract problems and anticipate data requirements. This person should be very strong technical data analyst who can design and implement data systems on his own. Along wit…,2021-09-05T02:42:02Z,https://www.adzuna.in/details/2433361449?utm_medium=api&utm_source=bf82a680,data analyst it jobs we are looking for a data analyst that oversees organisational data analytics. this will require you to design and help implement the data analytics platform that will keep the organisation running. the team will be the go-to for all data needs for the app and we are looking for a self-starter who is hands on and yet able to abstract problems and anticipate data requirements. this person should be very strong technical data analyst who can design and implement data systems on his own. along wit…,False,False,False,False,False,False,False,False,data_analyst,Mumbai
data_analyst_Mumbai,Data Analyst,Qrata,"Mumbai, Maharashtra",IT Jobs,"DATA ANALYST About: We allows customers to ""buy now and pay later"" for goods and services purchased online and offline portals. It's a rapidly growing organization opening up new avenues of payments for online and offline customers. Role: Define and continuously refine the analytics roadmap. Build, Deploy and Maintain the data infrastructure that supports all of the analysis, including the data warehouse and various data marts Build, deploy and maintain the predictive models and scoring infrast…",2024-01-07T15:07:43Z,https://www.adzuna.in/details/4514376058?utm_medium=api&utm_source=bf82a680,"data analyst it jobs data analyst about: we allows customers to ""buy now and pay later"" for goods and services purchased online and offline portals. it's a rapidly growing organization opening up new avenues of payments for online and offline customers. role: define and continuously refine the analytics roadmap. build, deploy and maintain the data infrastructure that supports all of the analysis, including the data warehouse and various data marts build, deploy and maintain the predictive models and scoring infrast…",False,False,False,False,False,False,False,False,data_analyst,Mumbai
data_analyst_Mumbai,Data Analyst,MM Staffing & Career Consultants,"Mumbai, Maharashtra",IT Jobs,"Job Description: Position : Data Analyst Location : Mumbai Experience requirement : 2-4Years Joining Date : Immediate to 30 days Job Description Responsibilities: · Utilize SQL, Alteryx, and Tableau/Power BI to extract, transform, and visualize data for analytical purposes. · Demonstrate intermediate-level proficiency in at least one of the major visualization tools (Tableau/Power BI). · Apply working knowledge of Apache Hive, Apache Spark, Impala, Presto, and Snowflake for data processing and …",2026-05-13T02:06:29Z,https://www.adzuna.in/details/5727163751?utm_medium=api&utm_source=bf82a680,"data analyst it jobs job description: position : data analyst location : mumbai experience requirement : 2-4years joining date : immediate to 30 days job description responsibilities: · utilize sql, alteryx, and tableau/power bi to extract, transform, and visualize data for analytical purposes. · demonstrate intermediate-level proficiency in at least one of the major visualization tools (tableau/power bi). · apply working knowledge of apache hive, apache spark, impala, presto, and snowflake for data processing and …",False,True,True,False,True,False,False,False,data_analyst,Mumbai
data_analyst_Mumbai,Data Analyst,Wissen Technology,"Mumbai, Maharashtra",IT Jobs,"Description of Role: We are looking for a career-minded professional with global perspective to join the Mumbai based Data & Analytics Group (DAG). Key responsibilities: As part of the Data & Analytics Group (DAG) and reporting to the Head of the India DAG locally, the individual is responsible for the following – 1.Review, analyze, and resolve data quality issues for enterprise core data in the IM Data Warehouse. 2.Coordinate with data owners and other teams to identify root-cause of data qual…",2025-05-23T06:51:59Z,https://www.adzuna.in/details/5211779279?utm_medium=api&utm_source=bf82a680,"data analyst it jobs description of role: we are looking for a career-minded professional with global perspective to join the mumbai based data & analytics group (dag). key responsibilities: as part of the data & analytics group (dag) and reporting to the head of the india dag locally, the individual is responsible for the following – 1.review, analyze, and resolve data quality issues for enterprise core data in the im data warehouse. 2.coordinate with data owners and other teams to identify root-cause of data qual…",False,False,False,False,False,False,False,False,data_analyst,Mumbai
data_analyst_Mumbai,Data Analyst,S&P Global,"Mumbai, Maharashtra",Accounting & Finance Jobs,"About The Role Grade Level (for internal use): 07 The Role We are looking for a detail-oriented and career-minded Data Analyst to join our Private Markets Data Operations team in Malaysia. This role is ideal for early-career professionals who are eager to build deep expertise in Private Equity data, financial statements, and fund structures, while developing strong analytical and automation skills. The Impact You will support the collection, analysis, validation, and maintenance of high-quality…",2026-07-25T15:55:35Z,https://www.adzuna.in/details/5815238127?utm_medium=api&utm_source=bf82a680,"data analyst accounting & finance jobs about the role grade level (for internal use): 07 the role we are looking for a detail-oriented and career-minded data analyst to join our private markets data operations team in malaysia. this role is ideal for early-career professionals who are eager to build deep expertise in private equity data, financial statements, and fund structures, while developing strong analytical and automation skills. the impact you will support the collection, analysis, validation, and maintenance of high-quality…",False,False,False,False,False,False,False,False,data_analyst,Mumbai
data_analyst_Mumbai,Data Analyst,Azent Overseas,"Mumbai, Maharashtra",Accounting & Finance Jobs,"Data auditing, validating and monitoring all data for accuracy. Create daily, weekly, monthly and quarterly MIS report. Coordinating & collecting the data Updated the data in CRM Skills:- Microsoft Excel",2021-08-21T21:23:03Z,https://www.adzuna.in/details/2398472037?utm_medium=api&utm_source=bf82a680,"data analyst accounting & finance jobs data auditing, validating and monitoring all data for accuracy. create daily, weekly, monthly and quarterly mis report. coordinating & collecting the data updated the data in crm skills:- microsoft excel",False,False,False,True,False,False,False,False,data_analyst,Mumbai
data_analyst_Mumbai,Data Analyst,Impact Guru,"Mumbai, Maharashtra",IT Jobs,"Experience - 2 years to 5 years. Location - Andheri (Mumbai) Job Responsibilities: Excellent problem solving and analytical skills - ability to develop hypotheses, understand and interpret data within the context of the product / business - solve problems and distill data into actionable recommendations.  Strong communication skills with the ability to confidently work with cross- functional teams across the globe and to present information to all levels of the organization.  Intellectual and…",2021-07-28T21:11:50Z,https://www.adzuna.in/details/2346068207?utm_medium=api&utm_source=bf82a680,"data analyst it jobs experience - 2 years to 5 years. location - andheri (mumbai) job responsibilities: excellent problem solving and analytical skills - ability to develop hypotheses, understand and interpret data within the context of the product / business - solve problems and distill data into actionable recommendations.  strong communication skills with the ability to confidently work with cross- functional teams across the globe and to present information to all levels of the organization.  intellectual and…",False,False,False,False,False,False,False,False,data_analyst,Mumbai
